session_duration_mean,session_duration_std,resource_access_rank_mean,resource_access_rank_std,geo_distance_from_prev_km_mean,geo_distance_from_prev_km_std,implied_travel_speed_kmh_mean,implied_travel_speed_kmh_std,new_device_flag_mean,new_device_flag_std,session_duration_zscore_mean,session_duration_zscore_std,failed_auth_count_5min_mean,failed_auth_count_5min_std,resource_diversity_recent10_mean,resource_diversity_recent10_std,distinct_entities_per_source_5min_mean,distinct_entities_per_source_5min_std,time_since_last_access_min_mean,time_since_last_access_min_std,resource_seen_before_mean,resource_seen_before_std,active_hour_mean,active_hour_std,typical_auth_method,typical_geo_region,habitual_resources,n_events_used,entity_id,entity_type
0.9060553633217994,0.3097932953005097,0.4930254684698269,0.050270936431515124,0.0,1e-06,0.0,1e-06,0.0,1e-06,-0.041762821827964605,1.0975847557730114,0.02422145328719723,0.15400272620004912,1.9965397923875432,0.0588235294117647,1.0,1e-06,142.44622454509803,365.2631208633584,0.9930795847750865,0.0830444820887128,19.105715741642637,1.0306388615446287,token,eu-west,['/resource/1'],289,dev_00460,edge_device
0.8802061855670101,0.32070228724577804,0.4829125751102603,0.0989176995677265,200.85806294554197,1400.5936174681378,23.591603631746608,177.5650626661034,0.0,1e-06,0.044679948201112776,0.8928677095107963,0.0,1e-06,2.1752577319587627,0.408511252352942,1.0,1e-06,415.5093736383161,658.090081370005,0.979381443298969,0.14284180084530065,8.862607428879365,1.0123436049290062,token,eu-west,['/resource/46'],97,dev_00461,edge_device
0.7520833333333333,0.27339010801927477,0.4976194816943446,0.08803377734334224,0.0,1e-06,0.0,1e-06,0.0,1e-06,-0.12575575940577793,0.9937066635193577,0.004629629629629629,0.06804138174397717,1.9768518518518519,0.15072320633129876,1.0,1e-06,187.8278705395833,420.3119027142628,0.9907407407407407,0.09600100487559059,0.0020528639972903348,1.0079999917765465,certificate,ap-southeast,['/resource/4'],216,dev_00462,edge_device
0.9797222222222223,0.3269583938015028,0.4844487696137345,0.09138215655432405,36.12173851520137,375.3881181962782,4.73300023106049,49.186781234592026,0.0,1e-06,0.07783572452713709,1.0874898396243529,0.0,1e-06,2.064814814814815,0.31394827087884375,1.0,1e-06,377.97450094922834,564.4420328977164,0.9814814814814815,0.13544536999096835,22.006487451536692,1.0688485405869732,certificate,ap-south,['/resource/26'],108,dev_00463,edge_device
1.1294857142857144,0.3771829468168705,0.4949004061325911,0.08880662629672491,22.29227291223856,294.8990514208242,126.41249955620384,1672.2801821788914,0.0,1e-06,-0.004138063722652932,0.950971875622807,0.03428571428571429,0.18248422564933509,1.9942857142857142,0.07559289460184543,1.0,1e-06,238.91665584409526,473.2437144410148,0.9885714285714285,0.10659685728753751,22.01235444234395,0.977513608363944,certificate,ap-southeast,['/resource/53'],175,dev_00464,edge_device
1.0184666666666666,0.36818389165750126,0.4859342017313852,0.07142587861060874,26.007651730944986,318.52738074413446,1.443288595823286,17.67660305672538,0.0,1e-06,-0.17155248746958185,1.0388282975776795,0.02,0.1404690130390367,2.0533333333333332,0.2534769403399772,1.0,1e-06,276.8577451301111,507.2740671805365,0.9866666666666667,0.11508191810497584,8.913943997408486,0.9753053575002553,certificate,ap-south,['/resource/7'],150,dev_00465,edge_device
0.4639375,0.1580983567555496,0.975409091644081,0.08283779700580865,24.382173497760924,308.41281023327554,1.701349613226526,21.520559496169426,0.0,1e-06,-0.26655615980154507,0.47375958536830426,0.0125,0.11145126131093691,1.3375,1.3169791047181236,1.0,1e-06,246.95125435041663,477.86774933832424,0.99375,0.07905694150420947,19.091878910420267,0.9460220610179224,certificate,ap-south,['/resource/56'],160,dev_00466,edge_device
0.7665277777777777,0.25901803159070064,0.4967265202581864,0.0838203987417147,55.50496537108293,941.9504976820135,5.9544522700781535,101.05040588217345,0.0,1e-06,0.027709638386192954,1.1030932195892102,0.006944444444444444,0.08318802662586913,2.0243055555555554,0.1942542347137377,1.0,1e-06,143.52958132644673,372.69457389527923,0.9930555555555556,0.08318802662586915,2.0155461927418563,0.9467011702989976,certificate,sa-east,['/resource/2'],288,dev_00467,edge_device
0.6762962962962963,0.23504958876531556,0.9938271604588783,0.07856742012907571,0.0,1e-06,0.0,1e-06,0.0,1e-06,0.0068404746843172045,0.970933892289307,0.024691358024691357,0.15566396695472653,1.0,1e-06,1.0,1e-06,258.33176301882713,490.1264940700694,0.9938271604938271,0.07856742013183862,3.074214475047976,0.9801402772051276,certificate,us-west,['/resource/33'],162,dev_00468,edge_device
0.2022439024390244,0.06350728709453807,0.9926536927249039,0.06973781404974526,42.137846293695425,603.322143224974,2.614369443814687,37.432073889836026,0.0,1e-06,-0.08006573097565992,0.5381188101025743,0.04878048780487805,0.21593611893461734,1.0439024390243903,0.20537958698206588,1.0,1e-06,198.6077231817886,424.7801383349838,0.9951219512195122,0.06984302957695782,12.061101342284264,1.0741589643686005,token,us-west,['/resource/31'],205,dev_00470,edge_device
